h	r	t
Q530592	P3373	Q78226
Q530592	P3373	Q3742591
Q530592	P1598	Q65766
Q530592	P1598	Q1405964
Q15983364	P25	Q232793
Q15983364	P22	Q53452
Q15983364	P3373	Q3792395
Q6136296	P3373	Q440398
Q6136296	P3373	Q3435421
Q6136296	P3373	Q5343518
Q6136296	P3373	Q7183766
Q6136296	P40	Q75334488
Q6136296	P26	Q5086024
Q6136296	P25	Q96075394
Q6136296	P22	Q53627021
Q3909366	P22	Q378232
Q611084	P25	Q261389
Q611084	P22	Q446711
Q611084	P26	Q526028
Q611084	P3373	Q841145
Q611084	P3373	Q469359
Q611084	P3373	Q469631
Q611084	P3373	Q2053902
Q611084	P3373	Q22675670
Q611084	P3373	Q75392392
Q611084	P3373	Q75392394
Q611084	P3373	Q75392391
Q1962578	P25	Q3846996
Q1962578	P22	Q480455
Q1962578	P40	Q269239
Q1962578	P40	Q536033
Q1962578	P40	Q931062
Q1962578	P40	Q15647104
Q1962578	P40	Q1772180
Q1962578	P26	Q518684
Q1962578	P26	Q118703
Q1962578	P3373	Q65645762
Q75514833	P22	Q75514849
Q75514833	P25	Q75334474
Q66381640	P25	Q123041
Q66381640	P22	Q2831673
Q96288676	P40	Q96288668
Q96288676	P40	Q75291263
Q96288676	P22	Q96288677
Q96288676	P25	Q96288680
Q96288676	P26	Q1861648
Q3737615	P1598	Q729798
Q3737615	P1598	Q25999444
Q3737615	P1598	Q27493927
Q54030	P26	Q233989
Q54030	P22	Q647430
Q54030	P25	Q5052944
Q54030	P3373	Q6423197
Q54030	P3373	Q532426
Q54030	P3373	Q6423281
Q93595423	P26	Q3084897
Q93595423	P40	Q638625
Q110614252	P40	Q22227184
Q110614252	P22	Q110614253
Q110614252	P25	Q110614256
Q275380	P26	Q209579
Q275380	P26	Q75394432
Q275380	P22	Q75394434
Q2831895	P3373	Q110603199
Q2831895	P3373	Q3588180
Q26206168	P22	Q322841
Q26206168	P25	Q1834423
Q26206168	P3373	Q1692840
Q26206168	P3373	Q559437
Q26206168	P3373	Q1573092
Q26206168	P3373	Q24662809
Q26206168	P3373	Q55178196
Q26206168	P3373	Q31192038
Q26206168	P3373	Q24662822
Q2225507	P22	Q688471
Q2225507	P25	Q202566
Q2225507	P26	Q90957
Q2225507	P3373	Q3241152
Q2225507	P3373	Q1834423
Q2225507	P3373	Q1868984
Q2225507	P3373	Q2318556
Q2225507	P3373	Q481274
Q2225507	P3373	Q533577
Q2225507	P3373	Q329117
Q2225507	P3373	Q700300
Q2225507	P3373	Q71434
Q2225507	P3373	Q71441
Q2225507	P3373	Q78454
Q2225507	P3373	Q91880
Q357083	P22	Q108316
Q357083	P25	Q233178
Q357083	P1038	Q380092
Q357083	P3373	Q191103
Q357083	P3373	Q718934
Q357083	P3373	Q187998
Q357083	P3373	Q3374010
Q357083	P26	Q2876063
Q357083	P40	Q3172643
Q357083	P40	Q5864941
Q95815	P26	Q2581691
Q95815	P40	Q71931
Q95815	P40	Q19964878
Q95815	P40	Q108374
Q95815	P22	Q57628
Q95815	P3373	Q1895648
Q95815	P3373	Q57909
Q95815	P3373	Q1338135
Q95815	P3373	Q1533315
Q95815	P3373	Q215086
Q95815	P3373	Q76724
Q95815	P3373	Q76736
Q95815	P25	Q241313
Q3357737	P1598	Q1079973
Q107073331	P40	Q15967086
Q452284	P26	Q312325
Q452284	P26	Q75394487
Q452284	P22	Q75394484
Q452284	P25	Q75485079
Q950278	P22	Q52947
Q950278	P25	Q239443
Q950278	P3373	Q52944
Q950278	P3373	Q2211749
Q950278	P3373	Q271940
Q950278	P3373	Q890742
Q950278	P3373	Q2618045
Q950278	P3373	Q654753
Q950278	P3373	Q52939
Q950278	P3373	Q52945
Q75271289	P22	Q317929
Q75271289	P25	Q263540
Q213998	P25	Q453818
Q213998	P22	Q657591
Q213998	P26	Q563524
Q213998	P3373	Q169080
Q474802	P22	Q1342608
Q474802	P40	Q3133945
Q474802	P26	Q274568
Q474802	P25	Q6559461
Q2833346	P22	Q3159509
Q2833346	P25	Q47528270
Q2833346	P802	Q7732
Q2833346	P3373	Q15967935
Q2833346	P3373	Q71560588
Q2833346	P3448	Q47528261
Q2833346	P1290	Q1684865
Q22001154	P22	Q122553
Q22001154	P25	Q3663583
Q75289316	P22	Q66889
Q75289316	P25	Q394750
Q3093548	P1598	Q22270551
Q110521313	P40	Q110521312
Q105013	P22	Q151826
Q105013	P25	Q57674
Q105013	P26	Q161131
Q105013	P1038	Q161131
Q105013	P40	Q62043
Q105013	P40	Q62025
Q105013	P40	Q234251
Q105013	P40	Q213658
Q105013	P40	Q237754
Q105013	P40	Q50993
Q105013	P40	Q50922
Q105013	P40	Q288925
Q105013	P40	Q33550
Q105013	P40	Q237740
Q105013	P40	Q61727462
Q105013	P40	Q75382006
Q105013	P40	Q75382008
Q105013	P40	Q75382010
Q105013	P1038	Q131981
Q105013	P1038	Q130805
Q105013	P1038	Q231876
Q105013	P1038	Q470056
Q105013	P1038	Q213797
Q105013	P1038	Q1463282
Q105013	P3373	Q269405
Q105013	P1889	Q152727
Q109349146	P22	Q3132252
Q109349146	P26	Q2833728
Q3587845	P22	Q1279599
Q3587845	P40	Q2056633
Q3587845	P40	Q659564
Q3587845	P26	Q3262273
Q3587845	P26	Q3262273
Q3587845	P25	Q22080197
Q3587845	P3373	Q1200579
Q3587845	P3373	Q22080085
Q3587845	P3373	Q3637261
Q1299666	P26	Q265849
Q1299666	P3373	Q1447172
Q1299666	P3373	Q558253
Q1299666	P3373	Q101354
Q1299666	P3373	Q6492129
Q830103	P22	Q554600
Q830103	P3373	Q3160268
Q830103	P3373	Q426172
Q830103	P3373	Q129174
Q830103	P3373	Q289646
Q830103	P25	Q20068350
Q830103	P26	Q75292200
Q714362	P22	Q1605895
Q714362	P3373	Q260837
Q714362	P25	Q15974071
Q714362	P26	Q3291845
Q75244967	P22	Q60727
Q75244967	P25	Q237955
Q1465751	P22	Q7758
Q1465751	P25	Q233798
Q1465751	P26	Q659488
Q1465751	P3373	Q464657
Q1465751	P3373	Q4588927
Q1465751	P1290	Q7732
Q1465751	P1290	Q47365
Q1371497	P22	Q3579850
Q1371497	P25	Q2074500
Q444189	P22	Q461667
Q444189	P25	Q45644
Q444189	P26	Q621453
Q444189	P40	Q76508
Q444189	P3373	Q233192
Q444189	P3373	Q221263
Q444189	P3373	Q3263561
Q444189	P3373	Q2005044
Q444189	P3373	Q2563017
Q3531945	P40	Q2550262
Q3531945	P40	Q56231409
Q3531945	P26	Q2320077
Q3531945	P22	Q8013998
Q3531945	P25	Q75780932
Q1696679	P40	Q75581578
Q1696679	P26	Q55076471
Q1696679	P26	Q76238410
Q18341540	P22	Q2018018
Q18341540	P3373	Q1648677
Q18341540	P3373	Q3262169
Q18341540	P3373	Q21007543
Q18341540	P25	Q436224
Q129090	P40	Q170395
Q129090	P40	Q129064
Q6133970	P3373	Q6233415
Q6133970	P3373	Q4948295
Q6133970	P3373	Q50823884
Q6133970	P3373	Q10325581
Q6133970	P22	Q1886996
Q6133970	P25	Q461721
Q3386240	P40	Q429127
Q3386240	P40	Q166056
Q3386240	P40	Q2260377
Q3386240	P40	Q1361986
Q3386240	P22	Q61685080
Q3386240	P25	Q61685086
Q3386240	P26	Q61684972
Q75381965	P22	Q689201
Q75381965	P25	Q62025
Q3311480	P40	Q924813
Q156190	P22	Q1060796
Q156190	P25	Q241206
Q156190	P26	Q237366
Q156190	P26	Q62048
Q156190	P40	Q2550280
Q156190	P40	Q299650
Q156190	P40	Q2094018
Q156190	P40	Q931474
Q156190	P40	Q4762303
Q156190	P40	Q4762450
Q156190	P40	Q4762494
Q156190	P40	Q7299847
Q156190	P40	Q6879422
Q156190	P40	Q6844857
Q156190	P40	Q3093831
Q156190	P3373	Q2574511
Q156190	P3373	Q691168
Q156190	P3373	Q176253
Q156190	P3373	Q4761892
Q156190	P3373	Q9612692
Q156190	P3373	Q10324627
Q233178	P40	Q357083
Q233178	P40	Q187998
Q233178	P40	Q191103
Q233178	P40	Q718934
Q233178	P451	Q108316
Q62223	P40	Q57206
Q62223	P40	Q58835
Q62223	P40	Q91763
Q62223	P40	Q63249
Q62223	P40	Q70778
Q62223	P40	Q64102
Q62223	P22	Q525683
Q62223	P25	Q233821
Q62223	P26	Q60568
Q62223	P3373	Q505040
Q62223	P3373	Q20036771
Q2021651	P22	Q282712
Q2021651	P40	Q1281245
Q2021651	P40	Q1279599
Q2021651	P40	Q75291088
Q2021651	P40	Q75291252
Q2021651	P40	Q3750181
Q2021651	P40	Q75291089
Q2021651	P26	Q3663505
Q2021651	P25	Q22115665
Q2021651	P3373	Q1280318
Q3396109	P40	Q3340898
Q3396109	P40	Q2831654
Q3396109	P40	Q2978310
Q3396109	P22	Q2978313
Q230670	P26	Q7742
Q230670	P26	Q551725
Q230670	P22	Q2994905
Q230670	P3373	Q17432513
Q230670	P3373	Q5084007
Q230670	P1038	Q3752288
Q230670	P1038	Q334950
Q230670	P25	Q75572970
Q236907	P22	Q151075
Q236907	P25	Q131706
Q236907	P26	Q343990
Q236907	P40	Q242153
Q236907	P40	Q444290
Q236907	P40	Q1125007
Q236907	P40	Q1825899
Q236907	P40	Q19629086
Q236907	P40	Q75359873
Q236907	P40	Q75359874
Q236907	P3373	Q237458
Q236907	P3373	Q93810
Q236907	P3373	Q158229
Q236907	P3373	Q167439
Q236907	P3373	Q170186
Q236907	P3373	Q47365
Q236907	P3373	Q435955
Q236907	P3373	Q4785857
Q236907	P3373	Q1895832
Q236907	P3373	Q236924
Q236907	P3373	Q151321
Q236907	P3373	Q328233
Q236907	P3373	Q700564
Q236907	P3373	Q76555
Q236907	P3373	Q93362
Q110589551	P25	Q96288640
Q76323843	P40	Q5232496
Q76323843	P26	Q96076089
Q107293850	P40	Q107293846
Q107293850	P22	Q3271720
Q107293850	P25	Q107293851
Q47010281	P22	Q3173976
Q47010281	P40	Q49496
Q47010281	P3373	Q47087237
Q47010281	P26	Q47118457
Q440434	P22	Q63649
Q440434	P3373	Q268896
Q440434	P3373	Q272476
Q440434	P25	Q65713
Q440434	P26	Q71931
Q75636263	P22	Q2736244
Q29545623	P25	Q110422955
Q102818863	P40	Q107090019
Q102818863	P26	Q107058343
Q4992832	P22	Q312325
Q4992832	P25	Q158229
Q4992832	P3373	Q3291860
Q4992832	P3373	Q4992733
Q4992832	P3373	Q164504
Q4992832	P3373	Q231457
Q4992832	P3373	Q234405
Q4992832	P3373	Q234941
Q4992832	P3373	Q235513
Q4992832	P3373	Q16854044
Q4992832	P3373	Q312305
Q4992832	P3373	Q3659899
Q4992832	P3373	Q4992752
Q4992832	P3373	Q4992758
Q4992832	P3373	Q4992850
Q4992832	P3373	Q768366
Q102815074	P40	Q102815066
Q102815074	P22	Q102815967
Q102815074	P25	Q102815999
Q441416	P22	Q562056
Q441416	P40	Q590487
Q441416	P40	Q366025
Q441416	P25	Q269932
Q441416	P3373	Q2649729
Q441416	P3373	Q21095982
Q441416	P3373	Q21095885
Q441416	P3373	Q442619
Q441416	P3373	Q21096001
Q5526700	P22	Q3659548
Q5526700	P26	Q2057108
Q5526700	P3373	Q3840480
Q5526700	P3373	Q5026607
Q5526700	P25	Q75291536
Q55339943	P22	Q71434
Q55339943	P3373	Q71428
Q55339943	P3373	Q323539
Q55339943	P3373	Q55340000
Q55339943	P3373	Q24662824
Q55339943	P3373	Q322566
Q55339943	P3373	Q2297290
Q55339943	P3373	Q55340017
Q55339943	P3373	Q71444
Q55339943	P3373	Q95414
Q55339943	P3373	Q6533585
Q55339943	P3373	Q88853
Q55339943	P3373	Q26486874
Q55339943	P3373	Q55340043
Q55339943	P3373	Q55340044
Q55339943	P25	Q2190372
Q55339943	P1038	Q819521
Q56611784	P22	Q150586
Q56611784	P25	Q12028960
Q56611784	P3373	Q320916
Q56611784	P1038	Q79158
Q53444	P22	Q58020
Q53444	P25	Q61649
Q53444	P3373	Q325897
Q53444	P3373	Q58023
Q53444	P3373	Q60727
Q53444	P3373	Q18223807
Q111149	P1066	Q520860
Q467592	P22	Q78454
Q467592	P25	Q76488
Q467592	P26	Q71428
Q467592	P3373	Q265243
Q467592	P3373	Q443476
Q467592	P3373	Q443511
Q467592	P3373	Q445880
Q467592	P3373	Q447766
Q467592	P3373	Q452527
Q467592	P3373	Q459423
Q467592	P3373	Q459440
Q467592	P3373	Q107052
Q467592	P3373	Q164062
Q467592	P3373	Q167236
Q467592	P3373	Q264258
Q467592	P3373	Q551885
Q327616	P25	Q291948
Q327616	P22	Q267347
Q327616	P3373	Q267384
Q327616	P3373	Q504498
Q327616	P3373	Q669773
Q327616	P3373	Q689289
Q327616	P3373	Q278001
Q327616	P3373	Q327563
Q327616	P3373	Q455819
Q327616	P3373	Q62217
Q327616	P3373	Q9391762
Q327616	P3373	Q1599554
Q112104	P22	Q130834
Q112104	P25	Q164504
Q112104	P40	Q261410
Q112104	P40	Q75287001
Q112104	P40	Q76298347
Q112104	P40	Q76298348
Q112104	P26	Q768366
Q112104	P3373	Q84239
Q112104	P3373	Q157491
Q112104	P3373	Q242687
Q112104	P3373	Q2279884
Q112104	P3373	Q156659
Q112104	P3373	Q183579
Q112104	P3373	Q3065802
Q112104	P3373	Q4605238
Q112104	P3373	Q4785854
Q112104	P3373	Q4785852
Q112104	P3373	Q16853883
Q112104	P3373	Q3263876
Q75322437	P22	Q3120411
Q75322437	P25	Q75467689
Q75322437	P40	Q75322435
Q75322437	P40	Q110382940
Q75322437	P26	Q75467687
Q75322437	P26	Q6040490
Q75322437	P3373	Q233201
Q1727509	P40	Q1218519
Q1727509	P40	Q57415667
Q1727509	P40	Q106765741
Q1727509	P26	Q321909
Q5590389	P40	Q5715966
Q5590389	P3373	Q15442982
Q5590389	P3373	Q43393
Q5590389	P3373	Q1345535
Q5590389	P3373	Q6376433
Q5590389	P3373	Q6780600
Q5590389	P22	Q2485385
Q5590389	P25	Q75318836
Q93084060	P22	Q75572899
Q75785498	P40	Q22081478
Q75785498	P26	Q557026
Q75394358	P40	Q75394355
Q3827905	P22	Q335173
Q3827905	P25	Q4943005
Q3827905	P3373	Q3784948
Q3827905	P3373	Q145609
Q3827905	P26	Q5715966
Q3827905	P40	Q5723485
Q3827905	P40	Q75256236
Q3827905	P40	Q75759137
Q3827905	P40	Q75249960
Q75286636	P22	Q691402
Q75286636	P25	Q274732
Q102813968	P40	Q20925696
Q102813968	P22	Q102813977
Q102813968	P25	Q102813990
Q2827035	P26	Q2713766
Q2827035	P3373	Q969797
Q2827035	P3373	Q1236997
Q2827035	P40	Q255368
Q75291266	P22	Q6973621
Q75291266	P25	Q75291263
Q60511	P22	Q131981
Q60511	P25	Q76961
Q60511	P26	Q454473
Q60511	P40	Q506216
Q60511	P40	Q213628
Q60511	P40	Q61207
Q60511	P40	Q75381609
Q60511	P3373	Q2013887
Q60511	P3373	Q168667
Q60511	P3373	Q62393
Q60511	P3373	Q239487
Q60511	P3373	Q165349
Q60511	P3373	Q216300
Q60511	P3373	Q378088
Q60511	P3373	Q2357260
Q394812	P26	Q551420
Q394812	P40	Q1404607
Q394812	P40	Q329213
Q394812	P40	Q61268
Q394812	P3373	Q55211043
Q394812	P3373	Q469741
Q394812	P3373	Q25484358
Q394812	P3373	Q25484366
Q394812	P22	Q25484320
Q394812	P25	Q54913408
Q1414960	P40	Q838187
Q1414960	P451	Q157092
Q16560009	P22	Q714792
Q270528	P25	Q237308
Q270528	P22	Q502919
Q270528	P40	Q358875
Q270528	P40	Q460212
Q270528	P26	Q443417
Q270528	P3373	Q258483
Q270528	P3373	Q434061
Q270528	P3373	Q552625
Q56752711	P25	Q56718982
Q56752711	P22	Q56752666
Q56752711	P26	Q520374
Q3847137	P22	Q318091
Q3847137	P25	Q233187
Q3847137	P3373	Q264368
Q3847137	P3373	Q356145
Q3847137	P3373	Q426677
Q3847137	P3373	Q610738
Q3847137	P3373	Q947511
Q3847137	P3373	Q2375184
Q3847137	P3373	Q56842953
Q3847137	P3373	Q46098742
Q23822715	P1598	Q1386026
Q123062	P40	Q123041
Q123062	P26	Q115738
Q19360709	P22	Q6233415
Q19360709	P25	Q50824046
Q2358562	P25	Q76967
Q2358562	P22	Q165349
Q2358562	P3373	Q238458
Q2358562	P3373	Q57668
Q2358562	P3373	Q2630326
Q2358562	P3373	Q127318
Q2358562	P3373	Q145654
Q2358562	P3373	Q224215
Q2358562	P3373	Q680982
Q2358562	P3373	Q699738
Q506216	P25	Q60511
Q506216	P22	Q454473
Q506216	P26	Q241540
Q506216	P3373	Q61207
Q506216	P3373	Q213628
Q75936384	P40	Q258111
Q75936384	P26	Q75936212
Q2673314	P40	Q53454
Q2673314	P40	Q2981246
Q2673314	P40	Q6758898
Q2673314	P40	Q11686278
Q2673314	P26	Q5217592
Q75286659	P22	Q150862
Q75286659	P25	Q159660
Q237129	P22	Q7771
Q237129	P25	Q231457
Q237129	P26	Q651457
Q237129	P40	Q696614
Q237129	P40	Q696021
Q237129	P40	Q242170
Q237129	P40	Q263617
Q237129	P40	Q151667
Q237129	P1066	Q310791
Q237129	P3373	Q458688
Q237129	P3373	Q72795
Q237129	P3373	Q240277
Q237129	P3373	Q454297
Q237129	P3373	Q2679779
Q237129	P3373	Q454337
Q237129	P3373	Q2960519
Q237129	P3373	Q712502
Q237129	P3373	Q550766
Q2958117	P26	Q188965
Q2958117	P40	Q2834261
Q2958117	P1038	Q584267
Q3837647	P25	Q2851113
Q3837647	P22	Q2059392
Q3837647	P40	Q357889
Q3837647	P40	Q732718
Q3837647	P40	Q363636
Q3837647	P40	Q3068633
Q3837647	P26	Q3133940
Q3837647	P3373	Q2058648
Q3837647	P3373	Q3847873
Q458688	P22	Q7771
Q458688	P25	Q231457
Q458688	P40	Q354477
Q458688	P40	Q502885
Q458688	P26	Q60748
Q458688	P3373	Q72795
Q458688	P3373	Q237129
Q458688	P3373	Q240277
Q458688	P3373	Q2960519
Q458688	P3373	Q454297
Q458688	P3373	Q454337
Q458688	P3373	Q550766
Q458688	P3373	Q712502
Q458688	P172	Q121842
Q3160248	P40	Q2960540
Q3160248	P40	Q3086131
Q3160248	P40	Q3262254
Q3160248	P26	Q102816861
Q312398	P26	Q236905
Q312398	P40	Q209502
Q312398	P40	Q80823
Q312398	P40	Q347133
Q76220781	P40	Q2579854
Q76220781	P40	Q22132528
Q76220781	P22	Q2059325
Q76220781	P26	Q2005044
Q102823027	P40	Q102822995
Q102823027	P22	Q21426950
Q102823027	P25	Q65498751
Q102823027	P26	Q102823001
Q102814961	P40	Q3132252
Q102814961	P22	Q3271720
Q102814961	P25	Q102815011
Q108941965	P25	Q108941987
Q2898810	P40	Q5876270
Q2898810	P26	Q6077835
Q3164524	P26	Q448927
Q3164524	P3373	Q543976
Q75385340	P22	Q157812
Q75385340	P25	Q231764
Q75576337	P40	Q2958426
Q75576337	P26	Q75576326
Q75291268	P22	Q6973621
Q75291268	P25	Q75291263
Q3510356	P1598	Q686100
Q3510356	P1598	Q3106574
Q192958	P1038	Q216946
Q192958	P1038	Q1373399
Q192958	P1038	Q161983
Q192958	P26	Q3721829
Q110422603	P40	Q110422602
Q1412715	P22	Q160341
Q1412715	P25	Q229214
Q1412715	P3373	Q207953
Q1412715	P3373	Q461227
Q1412715	P3373	Q755310
Q1412715	P3373	Q755721
Q1412715	P3373	Q786401
Q1412715	P3373	Q846572
Q1412715	P3373	Q1466210
Q1412715	P3373	Q170470
Q1412715	P3373	Q221367
Q1412715	P3373	Q4799982
Q520374	P26	Q56752711
Q520374	P22	Q3745221
Q106780	P22	Q60907
Q106780	P25	Q163551
Q106780	P40	Q84750
Q106780	P40	Q55677717
Q106780	P40	Q55916538
Q106780	P3373	Q60568
Q106780	P3373	Q62051
Q106780	P3373	Q57995
Q106780	P3373	Q122926
Q376707	P26	Q3752288
Q376707	P40	Q1349502
Q376707	P40	Q562934
Q376707	P40	Q22117329
Q376707	P40	Q75317888
Q376707	P22	Q564766
Q376707	P25	Q20909619
Q376707	P3373	Q3292438
Q376707	P3373	Q434917
Q376707	P3373	Q19956550
Q655521	P25	Q57224
Q655521	P22	Q372190
Q655521	P3373	Q130805
Q655521	P3373	Q68229
Q655521	P3373	Q9254722
Q655521	P3373	Q57674
Q655521	P3373	Q74001
Q22683718	P22	Q2960721
Q22683718	P40	Q14782688
Q22683718	P40	Q75359884
Q22683718	P40	Q75359890
Q22683718	P25	Q75359881
Q22683718	P26	Q75359882
Q450749	P451	Q129857
Q2640029	P22	Q551123
Q2640029	P3373	Q64243
Q2640029	P3373	Q111016
Q2640029	P3373	Q215480
Q2640029	P3373	Q543311
Q2640029	P3373	Q72431
Q2640029	P3373	Q267458
Q2640029	P3373	Q370107
Q2640029	P3373	Q57637
Q2640029	P3373	Q60262
Q2640029	P3373	Q97298
Q2640029	P25	Q259725
Q1868984	P22	Q688471
Q1868984	P25	Q202566
Q1868984	P40	Q86740
Q1868984	P40	Q16187518
Q1868984	P40	Q31191703
Q1868984	P40	Q96124
Q1868984	P40	Q99689906
Q1868984	P40	Q75579307
Q1868984	P26	Q2401530
Q1868984	P3373	Q481274
Q1868984	P3373	Q533577
Q1868984	P3373	Q1834423
Q1868984	P3373	Q2225507
Q1868984	P3373	Q2318556
Q1868984	P3373	Q3241152
Q1868984	P3373	Q329117
Q1868984	P3373	Q700300
Q1868984	P3373	Q71434
Q1868984	P3373	Q71441
Q1868984	P3373	Q78454
Q1868984	P3373	Q91880
Q1868984	P3373	Q127734
Q75272249	P22	Q7608066
Q75272249	P25	Q75381600
Q75272249	P3373	Q3435421
Q75272249	P3373	Q75301621
Q15974148	P1598	Q2280239
Q76316267	P22	Q5972285
Q76316267	P25	Q76316266
Q76291984	P22	Q116972
Q76291984	P25	Q2723966
Q75517387	P26	Q5891940
Q11753251	P25	Q236243
Q11753251	P22	Q108316
Q356145	P25	Q233187
Q356145	P22	Q318091
Q356145	P26	Q1083398
Q356145	P40	Q466719
Q356145	P40	Q472186
Q356145	P40	Q355755
Q356145	P40	Q2447071
Q356145	P40	Q242928
Q356145	P40	Q6397377
Q356145	P3373	Q2375184
Q356145	P3373	Q264368
Q356145	P3373	Q947511
Q356145	P3373	Q610738
Q356145	P3373	Q426677
Q356145	P3373	Q3847137
Q356145	P3373	Q56842953
Q356145	P3373	Q46098742
Q4504494	P40	Q933155
Q4504494	P40	Q22343529
Q4504494	P40	Q110364006
Q4504494	P26	Q22350904
Q69737	P22	Q57195
Q69737	P25	Q158252
Q69737	P3373	Q71240
Q69737	P3373	Q57224
Q69737	P3373	Q61389
Q69737	P3373	Q469896
Q69737	P3373	Q57989
Q69737	P3373	Q62998
Q69737	P3373	Q16209171
Q69737	P3373	Q617665
Q69737	P3373	Q76930
Q69737	P3373	Q92167
Q69737	P3373	Q16853913
Q75291310	P22	Q3750181
Q75291310	P25	Q75291255
Q75291310	P26	Q934065
Q80952450	P40	Q3770931
Q80952450	P26	Q1089695
Q104538311	P40	Q2453436
Q2124683	P22	Q57320
Q2124683	P25	Q257015
Q2124683	P3373	Q2080012
Q2124683	P3373	Q634072
Q2124683	P3373	Q62265
Q2124683	P3373	Q66533
Q2124683	P3373	Q73637
Q3175599	P1598	Q2302035
Q3175599	P1598	Q19951807
Q3175599	P1598	Q64779966
Q1079839	P22	Q675493
Q1079839	P25	Q207953
Q1079839	P3373	Q523140
Q1079839	P3373	Q588852
Q1079839	P3373	Q4267871
Q1079839	P3373	Q3401368
Q1079839	P3373	Q38370
Q1079839	P3373	Q711801
Q1079839	P3373	Q718991
Q283909	P22	Q150862
Q283909	P25	Q159660
Q283909	P3373	Q156657
Q283909	P3373	Q164512
Q283909	P3373	Q79158
Q283909	P3373	Q150586
Q283909	P3373	Q327156
Q283909	P3373	Q152157
Q283909	P3373	Q311452
Q283909	P3373	Q113754
Q242170	P25	Q237129
Q242170	P22	Q651457
Q242170	P26	Q369973
Q242170	P3373	Q263617
Q242170	P3373	Q696021
Q242170	P3373	Q151667
Q242170	P3373	Q696614
Q238470	P25	Q236566
Q238470	P22	Q360469
Q238470	P26	Q313167
Q238470	P40	Q78637
Q238470	P40	Q257015
Q238470	P40	Q78633
Q238470	P40	Q670121
Q238470	P40	Q1597211
Q238470	P40	Q13216657
Q238470	P40	Q13594009
Q238470	P40	Q60380938
Q238470	P40	Q75287139
Q238470	P40	Q75287128
Q238470	P3373	Q2639259
Q238470	P3373	Q314577
Q238470	P3373	Q934500
Q673151	P22	Q53459
Q673151	P25	Q93408
Q673151	P3373	Q155599
Q673151	P3373	Q457586
Q75772021	P40	Q76333418
Q25159820	P40	Q25487324
Q25159820	P40	Q55076064
Q25159820	P40	Q62511
Q25159820	P40	Q55076471
Q25159820	P3373	Q24800868
Q25159820	P3373	Q54881832
Q25159820	P3373	Q24800943
Q25159820	P3373	Q24661981
Q25159820	P22	Q25487339
Q25159820	P25	Q3241152
Q25159820	P26	Q25484427
Q25159820	P26	Q24662824
Q75291093	P40	Q75291120
Q75291093	P40	Q75291125
Q75291093	P40	Q75291096
Q75291093	P40	Q75291097
Q75291093	P40	Q75291119
Q75291093	P40	Q75291127
Q75291093	P40	Q75291128
Q75291093	P26	Q75291092
Q76370217	P22	Q57628
Q76370217	P25	Q241313
Q2839895	P25	Q2260377
Q2839895	P3373	Q2472724
Q2839895	P3373	Q3371763
